artist_name,track_name,track_id,danceability,energy,acousticness,loudness,tempo,speechiness,era
Kirko Bangz,Drank In My Cup,3m8CQnnfJJp4eQMWWl3zay,0.451,0.632,0.0114,-7.98,132.89,0.297,10s
Jason Derulo,In My Head,5BoIP8Eha5hwmRVURkC2Us,0.762,0.748,0.0266,-4.15,110.009,0.033,10s
Ginuwine,Pony,6mz1fBdKATx6qP4oP1I65G,0.749,0.605,0.00186,-9.359,142.024,0.086,90s
Kehlani,CRZY,6Dwtha2FtZFoMEBh5GR2sq,0.827,0.702,0.226,-7.264,130.02,0.267,10s
Bell Biv DeVoe,Poison,6m59VvDUi0UQsB2eZ9wVbH,0.829,0.573,0.00216,-10.316,111.848,0.224,90s
Rihanna,Only Girl (In The World),6jAsmDJI8iPhGWtS27kZ67,0.78,0.714,0.119,-4.155,125.924,0.0382,10s
Nelly,Just A Dream - Main,3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,0.0421,-6.161,89.917,0.0305,10s
Chris Brown,Tempo,0709StHzSeXpdj2zmqF2o2,0.769,0.482,0.192,-7.205,120.959,0.0502,10s
Jeremih,Down On Me,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,0.0369,-7.783,160.041,0.114,10s
TLC,Waterfalls,6qspW4YKycviDFjHBOaqUY,0.77,0.505,0.311,-7.345,171.798,0.0828,90s
Meghan Trainor,Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,0.375,-4.789,79.427,0.185,10s
Christina Aguilera,Genie in a Bottle,11mwFrKvLXCbcVGNxffGyP,0.627,0.8,0.21,-6.945,175.815,0.162,90s
Chris Brown,Questions,5XQMr19TL7Mfksq9zihbOu,0.614,0.598,0.00543,-6.335,105.803,0.0561,10s
Chris Brown,Party,05Z7jet4VDNVgNQWcYHnrk,0.762,0.576,0.0556,-4.951,142.096,0.0829,10s
Tory Lanez,LUV,16Ah4QqH4mgYVXqfC4mdSd,0.539,0.528,0.0108,-8.113,190.169,0.252,10s
Rihanna,Diamonds,1z9kQ14XBSN0r2v6fx4IdG,0.564,0.71,0.00125,-4.92,91.972,0.0461,10s
Demi Lovato,Really Don't Care,5vTPxzm4h2bY9rYyVrGEU5,0.706,0.728,0.123,-3.602,121.017,0.0852,10s
Diddy - Dirty Money,Coming Home,6Iocm6VMu6bVNYwiDoyQFW,0.353,0.822,0.155,-1.866,167.905,0.232,10s
Erykah Badu,On & On,0tNuJpBgtE65diL6Q8Q7fI,0.765,0.403,0.061,-10.946,80.386,0.167,90s
Robin Thicke,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb,0.862,0.608,0.00373,-4.762,120.002,0.0402,10s
The Weeknd,False Alarm,4oeaIftdpT3JuZLcCkKmVE,0.518,0.676,0.0324,-6.373,173.998,0.0744,10s
Naughty Boy,La La La,36pLU2ywVeBKEF0rrKtmCB,0.772,0.65,0.107,-5.202,125.082,0.0306,10s
The Weeknd,Rockin’,36YCdzT57us0LhDmCYtrNE,0.737,0.885,0.0132,-5.547,112.877,0.206,10s
Boyz II Men,I'll Make Love To You,61sQYdFNS6sEBYCyr1q5gn,0.557,0.509,0.119,-7.928,142.408,0.0243,90s
Kid Ink,Show Me (feat. Chris Brown),4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,0.0354,-7.299,98.098,0.0494,10s
Alessia Cara,Growing Pains,003eoIwxETJujVWmNFMoZy,0.353,0.755,0.0822,-6.276,191.153,0.733,10s
Alicia Keys,Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,0.479,0.368,0.739,-7.784,92.959,0.0341,10s
Trey Songz,Say Aah (feat. Fabolous),2fQ6sBFWaLv2Gxos4igHLy,0.724,0.87,0.00453,-3.614,93.01,0.113,10s
Rihanna,Pour It Up,76VtA90NKurNqaQpV126Ue,0.782,0.495,0.021,-8.723,134.016,0.0436,10s
Big Sean,Blessings,1bzM1cd6oqFozdr4wK6HdR,0.789,0.621,0.315,-7.685,118.891,0.283,10s
August Alsina,No Love,7ewfvLrlI0VNht4vEnoTMh,0.593,0.625,0.00448,-7.957,130.794,0.148,10s
Rihanna,What's My Name?,1pYKzfOlpHWtVUiEIu4Vn7,0.694,0.778,0.239,-2.987,99.985,0.0832,10s
Big Sean,Beware,6bxUnsSGZCmoHHU5auwtps,0.739,0.553,0.217,-6.013,97.219,0.174,10s
The Weeknd,Ordinary Life,15k2nBQJ0teDmPZHrOXL2N,0.544,0.586,0.0276,-7.486,149.882,0.0794,10s
Tove Lo,Talking Body,2tpfxAXiI52znho4WE3XFA,0.736,0.761,0.0966,-5.449,119.999,0.0338,10s
